,spam,msg_length,msg
580,0,140,arngd marriage u r walkin unfortuntly snake bite u bt love marriage dancing frnt snake amp sayin bite bite
581,0,50,huh early dinner outside izzit
582,0,46,ok anyway need change said
583,1,149,tried contact reply offer min textand new video phone call reply free delivery tomorrow
584,0,63,ex wife able kid want kid one day
585,0,95,scotland hope showing jjc tendency take care live dream
586,0,69,tell u headache want use hour sick time
587,0,110,dun thk quit yet hmmm go jazz yogasana oso go meet em lesson den
588,0,51,pete please ring meive hardly gotany credit
589,0,27,ya srsly better yi tho
590,0,34,meeting call later
591,1,126,ur chance win wkly shopping spree txt shop c www txt shop com custcare x p wk
592,1,142,specially selected receive pound award call line close cost ppm c apply ag promo
593,1,148,private account statement show un redeemed point call identifier code expires
594,0,24,still grand prix
595,0,147,met stranger choose friend long world stand friendship never end let friend forever gud nitz
596,0,24,great
597,0,29,gud mrng dear nice day
598,1,86,important customer service announcement call freephone
599,0,87,exhausted train morning much wine pie sleep well
600,0,38,going buy mum present ar
601,0,104,mind blastin tsunami occur rajnikant stopped swimming indian ocean
602,0,59,u sending home first ok lor ready yet
603,0,38,speaking cash yet
604,0,38,happy come noon
605,0,22,meet lunch la
606,0,25,take care n get well soon
607,1,135,xclusive clubsaisai morow soiree speciale zouk nichols paris free rose lady info
608,0,87,meant say cant wait see u getting bored bridgwater banter
609,0,19,neva mind ok
610,0,66,fine imma get drink somethin want come find
611,1,140,day kick euro u kept date latest news result daily removed send get txt stop
612,0,156,valentine game send dis msg ur friend answer r someone really love u ques colour suit best rply
613,0,22,many dependent
614,0,107,thanx today cer nice catch ave find time often oh well take care c u soon c
615,0,65,called said choose future
616,0,145,happy valentine day know early hundred handsomes beauty wish thought finish aunty uncle st
617,0,137,like v shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor
618,0,25,family happiness
619,0,59,come n pick come immediately aft ur lesson
620,0,103,let snow let snow kind weather brings ppl together friendship grow
621,0,37,dear got lt gt dollar hi hi
622,0,58,good word word may leave u dismay many time
623,0,87,make sure alex know birthday fifteen minute far concerned
624,0,58,sorry got thing may pub later
625,0,123,nah straight bring bud drink something actually little useful straight cash
626,0,67,haha good hear officially paid market th
627,0,66,many lick take get center tootsie pop
628,0,102,yup thk r e teacher said make face look longer darren ask cut short
629,1,130,new textbuddy chat horny guy ur area p free receive search postcode gaytextbuddy com txt one name
630,1,148,today vodafone number ending selected receive award number match call receive award
631,0,35,please dont say like hi hi hi
632,0,8,thank u
633,0,62,oh forwarded message thought send
634,0,56,got seventeen pound seven hundred ml hope ok
635,1,143,dear voucher holder claim week offer pc go http www e tlp co uk expressoffer t c apply stop text txt stop
636,0,20,n funny
637,0,100,sweetheart hope kind day one load reason smile biola
638,0,49,login dat time dad fetching home
639,0,36,shower baby
640,0,53,askd u question hour answer
641,0,88,well imma definitely need restock thanksgiving let know
642,0,133,said kiss kiss sound effect gorgeous man kind person need smile brighten day
643,0,36,probably gon na swing wee bit
644,0,37,ya nice ready thursday
645,0,123,allo braved bus taken train triumphed mean b ham jolly good rest week
646,0,92,watching cartoon listening music amp eve go temple amp church u
647,0,80,mind ask happened dont say uncomfortable
648,1,136,private account statement show un redeemed point call identifier code expires
649,0,35,prob send email
650,1,97,cash prize claim call c rstm sw s ppm
651,0,66,thats cool sometimes slow gentle sonetimes rough hard
652,0,119,gon na say sorry would normal starting panic time sorry seeing tuesday
653,0,65,wait know wesley town bet hella drug
654,0,26,fine miss much
655,0,28,u got person story
656,0,45,tell drug dealer getting impatient
657,0,157,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng
658,0,36,place man
659,0,94,doesnt make sense take unless free need know wikipedia com
660,1,59,premium phone service call
661,0,140,sea lay rock rock envelope envelope paper paper word
662,0,22,mum repent
663,0,56,sorry going home first daddy come fetch later
664,0,43,leave de start prepare next
665,0,61,yes baby study position kama sutra
666,0,56,en chikku nange bakra msg kalstiya tea coffee
667,0,54,carlos minute still need buy
668,0,37,pay lt decimal gt lakh
669,0,25,good evening ttyl
670,0,21,u receive msg
671,0,36,ho ho big belly laugh see ya tomo
672,1,93,sm ac sun post hello seem cool wanted say hi hi stop send stop
673,1,153,get ur st ringtone free reply msg tone gr top tone phone every week per wk opt send stop
674,0,153,ditto worry saying anything anymore like said last night whatever want peace
675,0,46,got lt gt way could pick
676,0,34,dont knw pa drink milk
677,0,80,maybe say hi find got card great escape wetherspoons
678,0,69,piggy r u awake bet u still sleeping going lunch
679,0,24,cause freaky lol
680,0,108,missed call cause yelling scrappy miss u wait u come home lonely today
681,0,46,hex place talk explain
682,0,29,log wat sdryb
683,0,22,xy going e lunch
684,1,158,hi sue year old work lapdancer love sex text live bedroom text sue textoperator g da ppmsg
685,0,86,wanted ask wait finish lect co lect finish hour anyway
686,0,30,finished work yet
687,0,143,every king cry baby every great building map imprtant u r today u wil reach tomorw gud ni
688,0,169,dear cherthala case u r coming cochin pls call bfore u start shall also reach accordingly tell day u r coming tmorow engaged an holiday
689,0,42,thanks love torch bold
690,1,111,forwarded please call immediately urgent message waiting
691,0,18,farm open
692,0,109,sorry trouble u buy dad big small sat n sun thanx
693,0,76,sister law hope great month saying hey abiola
694,0,73,purchase stuff today mail po box number
695,0,92,ah poop look like ill prob send laptop get fixed cuz gpu problem
696,0,36,good good job like entrepreneur
697,0,54,aight close still around alex place
698,0,76,meet corporation st outside gap see mind working
699,0,29,mum ask buy food home
700,0,40,k u also dont msg reply msg
701,0,28,much r willing pay
702,0,22,sorry call later
703,0,77,important prevent dehydration giving enough fluid
704,0,109,thats bit weird even supposed happening good idea sure pub
705,0,75,true dear sat pray evening felt sm time
706,0,76,think get away trek long family town sorry
707,0,30,wan na gym harri
708,0,49,quite late lar ard anyway wun b drivin
709,1,155,review keep fantastic nokia n gage game deck club nokia go www cnupdates com newsletter unsubscribe alert reply word
710,1,160,mths half price orange line rental latest camera phone free phone mths call mobilesdirect free update stoptxt c
711,0,316,height confidence aeronautics professor wer calld amp wer askd sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt didnt move said made student wont even start datz confidence
712,0,195,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
713,1,37,pm cost p
714,0,125,save stress person dorm account send account detail money sent
715,0,48,also know lunch menu da know
716,0,39,stuff sell tell
717,1,161,urgent nd attempt contact u u call b csbcm wc n xx callcost ppm mobilesvary max
718,0,121,book lesson msg call work sth going get spec membership px
719,1,145,guaranteed cash prize claim yr prize call customer service representative pm
720,0,162,macha dont feel upset assume mindset believe one evening wonderful plan u let life begin call anytime
721,0,29,oh send address
722,0,38,fine anytime best
723,0,25,wondar full flim
724,0,40,ya even cooky jelly
725,0,226,world running still maybe feeling admit mad correction let call life keep running world may u r also running let run
726,0,70,got look scrumptious daddy want eat night long
727,0,140,co lar ba dao ok pm lor u never ask go ah said u would ask fri said u ask today
728,0,47,alright omw got ta change order half th
729,0,63,exactly anyways far jide study visiting
730,0,17,dunno u ask
731,1,101,email alertfrom jeri stewartsize kbsubject low cost prescripiton drvgsto listen email call
732,0,41,spring coming early yay
733,0,80,lol feel bad use money take steak dinner
734,0,137,even u dont get trouble convincing tel twice tel neglect msg dont c read dont reply
735,0,103,leaving qatar tonite search opportunity went fast pls add ur prayer dear rakhesh
736,0,29,one talking
737,0,51,thanks looking really appreciate
738,1,148,hi customer loyalty offer new nokia mobile txtauction txt word start get ctxt tc p mtmsg
